timestamp|open|high|low|close|volume|timeframe|tema|hrma|smma|Z-Score of body size|Candle classification|diag_asc_line_1|diag_asc_line_2|diag_asc_line_3|diag_desc_line_1|diag_desc_line_2|diag_desc_line_3|diag_high_map|diag_low_map|horiz_peak_line_1|horiz_peak_line_2|horiz_peak_line_3|horiz_bottom_line_1|horiz_bottom_line_2|horiz_bottom_line_3|horiz_high_map|horiz_low_map|ha_open|ha_high|ha_low|ha_close|ha_classification|ha_body_size|ha_body_zscore|kc_ultra_extreme_upper|kc_extreme_upper|kc_uppermost|kc_upper|kc_upper_middle|kc_lower_middle|kc_lower|kc_lowermost|kc_extreme_lower|kc_ultra_extreme_lower|sr_support_4|sr_support_3|sr_support_2|sr_support_1|sr_resistance_1|sr_resistance_2|sr_resistance_3|sr_resistance_4|zigzag_peak|zigzag_bottom|ema_26|dual_tema_high|dual_tema_low|pinbar|collected_at
1770624000|2626.83|2638.47|2625.98|2633.93|5667|M5|2640.62586|2643.78173|2642.69666|-2.0446|-2|2630.15574|2621.15216|2636.68272|2638.93065|2641.73633|2624.4736|0.0|0.0|2638.94214|2634.35951|2639.8374|2627.32281|2624.38183|2631.72582|0.0|0.0|2630.38|2638.47|2625.98|2631.3025|1|0.9225|0.03566|2683.89|2671.4|2658.91|2646.42|2640.175|2627.685|2621.44|2608.95|2596.46|2583.97|2601.0|2607.245|2613.49|2619.735|2644.715|2650.96|2657.205|2663.45|0.0|0.0|2637.43411|2639.23359|2625.51479|0|1770803014
1770624300|2634.65|2645.78|2629.83|2642.18|1154|M5|2637.5192|2632.08963|2653.75626|-1.84649|2|2634.02127|2621.3813|2615.96615|2645.31025|2649.74072|2640.78847|0.0|2629.72395|2643.78891|2645.46493|2645.00949|2632.05426|2627.2417|2627.8905|0.0|2629.53262|2638.415|2645.78|2629.83|2638.11|-1|0.305|-1.96192|2705.98|2690.03|2674.08|2658.13|2650.155|2634.205|2626.23|2610.28|2594.33|2578.38|2597.93|2605.905|2613.88|2621.855|2653.755|2661.73|2669.705|2677.68|0.0|2626.94492|2637.40949|2645.9753|2630.68192|0|1770803014
1770624600|2647.16|2650.62|2633.4|2638.33|3215|M5|2643.64983|2648.7906|2632.84759|1.80258|-2|2636.91807|2634.43869|2632.02644|2651.07292|2646.58517|2666.49152|0.0|0.0|2652.51714|2646.13042|2651.62027|2632.38869|2630.34013|2637.06721|0.0|0.0|2642.745|2650.62|2633.4|2642.3775|-1|0.3675|0.81272|2707.21|2689.99|2672.77|2655.55|2646.94|2629.72|2621.11|2603.89|2586.67|2569.45|2598.96|2607.57|2616.18|2624.79|2659.23|2667.84|2676.45|2685.06|2653.15413|0.0|2643.20753|2651.29135|2634.28765|1|1770803014
1770624900|2643.83|2644.67|2641.51|2642.42|9691|M5|2639.33285|2652.73115|2647.97654|-1.83621|1|2645.50734|2648.14526|2652.77265|2647.34069|2647.43836|2656.88894|0.0|0.0|2646.97968|2642.69122|2650.46553|2641.58848|2641.78126|2638.65902|2645.47173|0.0|2643.125|2644.67|2641.51|2643.1075|-1|0.0175|0.17034|2655.06|2651.9|2648.74|2645.58|2644.0|2640.84|2639.26|2636.1|2632.94|2629.78|2635.19|2636.77|2638.35|2639.93|2646.25|2647.83|2649.41|2650.99|0.0|0.0|2638.8264|2645.21996|2640.53221|0|1770803014
1770625200|2639.91|2643.8|2632.2|2633.46|9466|M5|2639.11794|2643.44179|2638.50086|2.27556|-2|2627.43776|2627.37495|2627.30444|2639.0231|2647.9856|2637.60324|0.0|2632.05517|2643.05594|2646.58309|2649.25852|2629.73789|2633.83799|2628.25913|0.0|0.0|2636.685|2643.8|2632.2|2637.3425|1|0.6575|0.06672|2679.86|2668.26|2656.66|2645.06|2639.26|2627.66|2621.86|2610.26|2598.66|2587.06|2609.0|2614.8|2620.6|2626.4|2649.6|2655.4|2661.2|2667.0|2644.32036|0.0|2643.98614|2644.53616|2632.53827|0|1770803014
1770625500|2628.05|2628.54|2617.13|2618.87|8359|M5|2617.09955|2621.60674|2614.41659|-2.41163|0|2614.81283|2611.71793|2613.51945|2625.89071|2637.62287|2627.83292|2628.70483|0.0|2626.16522|2631.12384|2636.13202|2619.14779|2620.20325|2624.12971|0.0|2616.94668|2623.46|2628.54|2617.13|2623.1475|-1|0.3125|1.41472|2664.51|2653.1|2641.69|2630.28|2624.575|2613.165|2607.46|2596.05|2584.64|2573.23|2594.31|2600.015|2605.72|2611.425|2634.245|2639.95|2645.655|2651.36|0.0|0.0|2631.86862|2629.14646|2616.59997|0|1770803014
1770625800|2618.32|2622.31|2614.34|2619.84|9544|M5|2613.56418|2613.57829|2632.01822|-0.34924|2|2611.42116|2621.59168|2610.03547|2622.81423|2614.95049|2610.89969|0.0|0.0|2623.4666|2620.66721|2627.37209|2614.0518|2613.36781|2617.80827|2622.61715|0.0|2619.08|2622.31|2614.34|2618.7025|-1|0.3775|0.97141|2651.72|2643.75|2635.78|2627.81|2623.825|2615.855|2611.87|2603.9|2595.93|2587.96|2598.4|2602.385|2606.37|2610.355|2626.295|2630.28|2634.265|2638.25|2622.95813|2609.91368|2618.35922|2623.1986|2614.79936|0|1770803014
1770626100|2619.32|2622.64|2615.65|2622.0|8876|M5|2614.86608|2629.25408|2627.63889|-1.67745|-2|2612.08134|2616.09914|2617.71681|2623.99896|2632.57267|2636.2221|0.0|0.0|2621.5965|2617.58448|2626.97307|2613.97736|2616.10558|2610.07333|2622.83779|0.0|2620.66|2622.64|2615.65|2619.9025|-1|0.7575|1.64948|2649.96|2642.97|2635.98|2628.99|2625.495|2618.505|2615.01|2608.02|2601.03|2594.04|2601.67|2605.165|2608.66|2612.155|2626.135|2629.63|2633.125|2636.62|0.0|0.0|2610.17888|2622.56309|2615.56701|0|1770803014
1770626400|2623.86|2628.87|2621.68|2628.12|6483|M5|2623.26807|2618.2964|2638.16657|-2.72582|2|2616.83132|2623.54521|2624.6705|2626.7771|2638.6623|2625.76245|0.0|0.0|2630.86503|2632.03228|2630.2936|2624.27734|2618.66442|2614.49349|0.0|0.0|2625.99|2628.87|2621.68|2625.6325|-1|0.3575|-1.29766|2656.88|2649.69|2642.5|2635.31|2631.715|2624.525|2620.93|2613.74|2606.55|2599.36|2607.3|2610.895|2614.49|2618.085|2632.465|2636.06|2639.655|2643.25|0.0|0.0|2635.57133|2629.55368|2621.14284|0|1770803014
1770626700|2630.62|2643.53|2626.64|2640.28|7073|M5|2640.62504|2643.98565|2652.52774|-0.82797|2|2622.01959|2628.64641|2632.31884|2644.01919|2638.05246|2641.11106|0.0|0.0|2644.08241|2644.72989|2641.04138|2626.96085|2626.28812|2626.13923|0.0|0.0|2635.45|2643.53|2626.64|2635.2675|-1|0.1825|-1.31484|2707.84|2690.95|2674.06|2657.17|2648.725|2631.835|2623.39|2606.5|2589.61|2572.72|2592.86|2601.305|2609.75|2618.195|2651.975|2660.42|2668.865|2677.31|0.0|2623.38453|2640.90411|2643.15632|2627.5887|0|1770803014
1770627000|2638.69|2647.38|2635.93|2644.42|1932|M5|2637.51022|2643.64773|2631.45242|0.31404|-2|2636.60393|2629.72301|2628.99484|2645.65697|2656.0356|2650.18999|0.0|0.0|2647.47642|2642.17903|2651.83916|2638.31706|2631.63713|2637.24623|0.0|2635.47235|2641.555|2647.38|2635.93|2641.605|1|0.05|-0.78903|2690.22|2678.77|2667.32|2655.87|2650.145|2638.695|2632.97|2621.52|2610.07|2598.62|2613.03|2618.755|2624.48|2630.205|2653.105|2658.83|2664.555|2670.28|0.0|0.0|2634.92472|2648.00651|2636.19631|0|1770803014
1770627300|2638.55|2639.6|2635.77|2636.37|7835|M5|2630.32518|2632.89465|2627.39498|-1.16339|1|2633.34317|2641.61897|2622.29042|2641.90224|2649.02911|2627.33354|0.0|0.0|2640.33295|2637.69232|2637.80632|2637.96968|2631.27633|2643.65601|0.0|0.0|2637.46|2639.6|2635.77|2637.5725|1|0.1125|1.67588|2651.69|2647.86|2644.03|2640.2|2638.285|2634.455|2632.54|2628.71|2624.88|2621.05|2628.11|2630.025|2631.94|2633.855|2641.515|2643.43|2645.345|2647.26|2644.05704|0.0|2625.24672|2640.1538|2635.71058|1|1770803014
1770627600|2633.22|2633.75|2629.57|2629.66|2540|M5|2623.49508|2632.68267|2627.38586|-1.48981|-1|2625.60631|2633.27467|2632.78728|2631.49556|2624.90006|2636.2857|0.0|2629.51201|2632.75739|2633.67599|2632.92087|2628.92125|2632.10931|2629.30455|0.0|0.0|2631.44|2633.75|2629.57|2631.55|1|0.11|-1.97823|2646.38|2642.2|2638.02|2633.84|2631.75|2627.57|2625.48|2621.3|2617.12|2612.94|2621.21|2623.3|2625.39|2627.48|2635.84|2637.93|2640.02|2642.11|0.0|2627.83008|2633.66494|2634.20426|2630.3766|0|1770803014
1770627900|2625.9|2638.14|2624.35|2633.32|5640|M5|2637.33811|2630.98961|2641.9082|0.46855|2|2622.04317|2624.76872|2609.05767|2633.70114|2645.95015|2624.25014|0.0|2623.82898|2639.13984|2636.96052|2638.41575|2624.5132|2623.17278|2618.26949|2639.08322|0.0|2629.61|2638.14|2624.35|2630.4275|1|0.8175|0.40771|2688.48|2674.69|2660.9|2647.11|2640.215|2626.425|2619.53|2605.74|2591.95|2578.16|2596.77|2603.665|2610.56|2617.455|2645.035|2651.93|2658.825|2665.72|2638.65229|2624.15934|2631.49892|2637.50615|2624.38108|0|1770803014
1770628200|2634.64|2645.97|2633.12|2642.97|3419|M5|2645.01377|2638.80865|2629.93538|2.05067|0|2628.9181|2626.54238|2648.26951|2646.94304|2655.0673|2650.43164|0.0|0.0|2644.83633|2641.59026|2639.81426|2633.36171|2635.267|2636.62523|0.0|0.0|2638.805|2645.97|2633.12|2639.175|1|0.37|1.98853|2694.37|2681.52|2668.67|2655.82|2649.395|2636.545|2630.12|2617.27|2604.42|2591.57|2607.42|2613.845|2620.27|2626.695|2652.395|2658.82|2665.245|2671.67|2646.60751|0.0|2639.04432|2645.79792|2633.2842|0|1770803014
1770628500|2638.19|2642.9|2637.67|2639.65|1773|M5|2642.65382|2645.23867|2650.29261|-0.23115|2|2634.1715|2639.98584|2644.14866|2643.30734|2637.97558|2652.08076|0.0|0.0|2644.44957|2638.08865|2644.51129|2635.25496|2634.2259|2642.99038|0.0|0.0|2638.92|2642.9|2637.67|2639.6025|1|0.6825|-0.00379|2660.57|2655.34|2650.11|2644.88|2642.265|2637.035|2634.42|2629.19|2623.96|2618.73|2627.21|2629.825|2632.44|2635.055|2645.515|2648.13|2650.745|2653.36|0.0|0.0|2631.10041|2641.96716|2636.70592|0|1770803014
1770628800|2638.11|2640.48|2629.61|2633.6|7310|M5|2634.75547|2629.87112|2646.05627|1.39972|0|2628.29087|2624.96495|2638.84261|2643.67813|2637.33221|2654.77067|2642.25355|0.0|2640.34979|2635.93889|2638.8055|2627.46684|2627.87938|2636.65532|0.0|2628.71087|2635.855|2640.48|2629.61|2635.45|-1|0.405|1.60843|2677.08|2666.21|2655.34|2644.47|2639.035|2628.165|2622.73|2611.86|2600.99|2590.12|2607.87|2613.305|2618.74|2624.175|2645.915|2651.35|2656.785|2662.22|0.0|2629.22252|2627.44087|2640.3923|2628.67795|0|1770803014
1770629100|2629.99|2630.03|2616.95|2621.7|6702|M5|2627.95439|2619.69761|2632.82933|-0.98047|-2|2614.33668|2615.66238|2602.50161|2633.30422|2622.55669|2630.50744|0.0|0.0|2631.74987|2630.55434|2636.42832|2618.80672|2615.66344|2612.70372|2630.96452|0.0|2625.845|2630.03|2616.95|2624.6675|-1|1.1775|-1.37508|2674.02|2660.94|2647.86|2634.78|2628.24|2615.16|2608.62|2595.54|2582.46|2569.38|2590.79|2597.33|2603.87|2610.41|2636.57|2643.11|2649.65|2656.19|2631.68104|0.0|2634.86969|2630.59054|2616.89755|0|1770803014
1770629400|2617.6|2620.59|2612.49|2614.33|4411|M5|2611.12563|2619.24031|2608.56287|2.57788|0|2611.68126|2608.98926|2617.86232|2625.09059|2618.50478|2624.63415|0.0|0.0|2619.94273|2618.97265|2627.84147|2611.97224|2616.71035|2619.92369|0.0|2611.8743|2615.965|2620.59|2612.49|2616.2525|1|0.2875|1.69546|2646.73|2638.63|2630.53|2622.43|2618.38|2610.28|2606.23|2598.13|2590.03|2581.93|2596.29|2600.34|2604.39|2608.44|2624.64|2628.69|2632.74|2636.79|0.0|0.0|2613.73843|2620.69567|2611.69916|1|1770803014
1770629700|2615.0|2618.24|2610.36|2617.46|3750|M5|2624.0222|2611.44302|2605.90316|-2.02765|1|2609.28413|2601.44914|2619.92916|2616.69387|2610.08137|2625.86318|2620.12005|2609.60678|2615.93952|2615.28132|2611.41261|2611.69624|2611.34188|2604.33769|0.0|0.0|2616.23|2618.24|2610.36|2615.265|-1|0.965|-0.9198|2648.98|2641.1|2633.22|2625.34|2621.4|2613.52|2609.58|2601.7|2593.82|2585.94|2594.6|2598.54|2602.48|2606.42|2622.18|2626.12|2630.06|2634.0|0.0|0.0|2608.58293|2617.26467|2609.50345|1|1770803014
1770630000|2619.33|2622.68|2612.4|2613.28|2386|M5|2620.04391|2603.19076|2619.97258|-1.45462|-1|2611.89198|2612.28396|2625.39786|2621.10985|2616.87829|2631.2835|0.0|0.0|2620.19304|2622.9846|2617.71488|2613.03562|2611.18335|2619.12716|2623.22565|0.0|2616.305|2622.68|2612.4|2616.9225|1|0.6175|1.0972|2654.4|2644.12|2633.84|2623.56|2618.42|2608.14|2603.0|2592.72|2582.44|2572.16|2591.84|2596.98|2602.12|2607.26|2627.82|2632.96|2638.1|2643.24|0.0|0.0|2604.48619|2622.28885|2612.33962|1|1770803014
1770630300|2617.59|2617.6|2609.46|2610.66|3892|M5|2608.74828|2620.61648|2619.00752|0.3671|1|2614.62485|2611.39614|2613.25069|2612.65296|2615.48043|2607.21941|0.0|0.0|2615.92348|2617.55861|2622.36853|2611.08041|2612.9866|2610.38077|0.0|0.0|2614.125|2617.6|2609.46|2613.8275|-1|0.2975|-0.66599|2643.22|2635.08|2626.94|2618.8|2614.73|2606.59|2602.52|2594.38|2586.24|2578.1|2593.18|2597.25|2601.32|2605.39|2621.67|2625.74|2629.81|2633.88|0.0|0.0|2602.42489|2618.58852|2609.70276|0|1770803014
1770630600|2613.34|2617.4|2605.47|2609.32|4737|M5|2615.32543|2605.16492|2611.12213|0.17258|2|2604.49873|2607.09525|2595.69592|2612.26893|2617.55344|2610.88727|0.0|0.0|2617.64633|2619.74208|2612.77088|2603.85116|2608.43799|2601.27473|2618.13995|0.0|2611.33|2617.4|2605.47|2611.3825|1|0.0525|1.04924|2657.04|2645.11|2633.18|2621.25|2615.285|2603.355|2597.39|2585.46|2573.53|2561.6|2581.61|2587.575|2593.54|2599.505|2623.365|2629.33|2635.295|2641.26|2617.65842|0.0|2595.90853|2616.53575|2605.19077|0|1770803014
1770630900|2605.11|2608.06|2602.83|2607.46|8586|M5|2608.25261|2615.95246|2600.98825|-2.94207|0|2601.33502|2595.10596|2609.62224|2609.27261|2597.91505|2594.21699|0.0|0.0|2609.19972|2602.9689|2601.99473|2602.90721|2602.50106|2597.95902|0.0|0.0|2606.285|2608.06|2602.83|2605.865|-1|0.42|0.6868|2628.38|2623.15|2617.92|2612.69|2610.075|2604.845|2602.23|2597.0|2591.77|2586.54|2592.37|2594.985|2597.6|2600.215|2610.675|2613.29|2615.905|2618.52|0.0|2599.87736|2597.15617|2608.08874|2603.02233|0|1770803014
1770631200|2603.68|2612.12|2601.58|2609.73|3746|M5|2603.4188|2615.08028|2616.05858|2.23133|-2|2599.19247|2606.20092|2588.13941|2613.98826|2609.86754|2602.23189|2612.73324|0.0|2610.11989|2615.38578|2610.12297|2599.45676|2600.98885|2599.52619|0.0|0.0|2606.705|2612.12|2601.58|2606.7775|1|0.0725|0.18102|2651.89|2641.35|2630.81|2620.27|2615.0|2604.46|2599.19|2588.65|2578.11|2567.57|2580.5|2585.77|2591.04|2596.31|2617.39|2622.66|2627.93|2633.2|0.0|0.0|2598.05416|2611.26207|2602.57061|0|1770803014
1770631500|2612.31|2614.77|2610.13|2611.31|4838|M5|2604.22782|2617.43974|2615.58906|-0.02812|1|2607.79182|2609.67664|2622.30071|2614.14449|2617.91945|2623.69881|2615.12749|0.0|2612.86968|2614.68428|2611.30042|2609.56145|2610.43323|2614.51948|2615.61806|0.0|2611.81|2614.77|2610.13|2612.13|1|0.32|0.63612|2629.87|2625.23|2620.59|2615.95|2613.63|2608.99|2606.67|2602.03|2597.39|2592.75|2600.85|2603.17|2605.49|2607.81|2617.09|2619.41|2621.73|2624.05|0.0|2606.67694|2616.92763|2613.94332|2610.49708|1|1770803014
1770631800|2616.58|2616.91|2607.64|2610.53|7860|M5|2618.24155|2619.3879|2616.04971|1.69805|1|2609.61949|2609.14795|2608.79684|2616.53074|2611.7996|2631.73545|0.0|0.0|2614.68305|2620.8578|2610.38224|2608.25848|2606.49542|2614.55806|0.0|0.0|2613.555|2616.91|2607.64|2612.915|-1|0.64|-0.8967|2647.61|2638.34|2629.07|2619.8|2615.165|2605.895|2601.26|2591.99|2582.72|2573.45|2589.1|2593.735|2598.37|2603.005|2621.545|2626.18|2630.815|2635.45|0.0|0.0|2625.77454|2616.0318|2607.55613|0|1770803014
1770632100|2612.45|2616.66|2599.47|2604.28|9224|M5|2603.35711|2595.90196|2603.4481|0.11533|1|2595.64746|2592.74357|2598.37331|2616.38905|2613.54772|2616.25603|0.0|0.0|2614.96187|2620.70127|2610.58539|2597.56443|2594.31469|2606.86523|0.0|0.0|2608.365|2616.66|2599.47|2608.215|-1|0.15|0.6956|2673.04|2655.85|2638.66|2621.47|2612.875|2595.685|2587.09|2569.9|2552.71|2535.52|2565.09|2573.685|2582.28|2590.875|2625.255|2633.85|2642.445|2651.04|0.0|0.0|2602.11527|2616.53186|2598.63013|1|1770803014
1770632400|2601.49|2602.0|2592.52|2594.16|4975|M5|2594.86655|2587.83442|2591.07116|-0.17673|-1|2595.43517|2598.89569|2577.90665|2599.09045|2597.15552|2611.96542|0.0|0.0|2600.46055|2599.5065|2603.64711|2593.05173|2593.53314|2590.07267|2602.80393|0.0|2597.825|2602.0|2592.52|2597.5425|-1|0.2825|1.8339|2632.08|2622.6|2613.12|2603.64|2598.9|2589.42|2584.68|2575.2|2565.72|2556.24|2573.56|2578.3|2583.04|2587.78|2606.74|2611.48|2616.22|2620.96|0.0|0.0|2585.12607|2602.81776|2591.55163|0|1770803014
1770632700|2593.14|2598.96|2590.84|2596.96|3597|M5|2602.22178|2586.65078|2602.61871|-0.15987|2|2589.76527|2591.77802|2588.27295|2603.42934|2595.08549|2596.69554|0.0|2589.59084|2598.55691|2593.98602|2604.08743|2593.14682|2587.27377|2593.67112|2599.64918|0.0|2595.05|2598.96|2590.84|2594.975|-1|0.075|1.67991|2629.44|2621.32|2613.2|2605.08|2601.02|2592.9|2588.84|2580.72|2572.6|2564.48|2574.6|2578.66|2582.72|2586.78|2603.02|2607.08|2611.14|2615.2|0.0|0.0|2594.98377|2599.38354|2591.04772|0|1770803014
1770633000|2597.17|2597.24|2590.32|2592.5|4441|M5|2586.3467|2599.92968|2597.95967|-0.56209|0|2591.36123|2594.1826|2599.66064|2594.78995|2607.28908|2587.87823|0.0|0.0|2596.3173|2593.67564|2597.30838|2592.62097|2585.50532|2585.67161|0.0|0.0|2594.835|2597.24|2590.32|2594.3075|-1|0.5275|0.50327|2620.18|2613.26|2606.34|2599.42|2595.96|2589.04|2585.58|2578.66|2571.74|2564.82|2576.48|2579.94|2583.4|2586.86|2600.7|2604.16|2607.62|2611.08|2599.75682|0.0|2597.50866|2596.5173|2590.07137|0|1770803014
1770633300|2593.41|2601.8|2590.86|2597.36|6386|M5|2594.03355|2603.18486|2590.07636|-2.82465|0|2590.65934|2583.25324|2578.54423|2596.66197|2606.51501|2602.80652|0.0|0.0|2602.32825|2600.44989|2608.80093|2590.8164|2586.73631|2586.63026|0.0|2590.09857|2595.385|2601.8|2590.86|2595.8575|1|0.4725|1.57601|2641.12|2630.18|2619.24|2608.3|2602.83|2591.89|2586.42|2575.48|2564.54|2553.6|2568.98|2574.45|2579.92|2585.39|2607.27|2612.74|2618.21|2623.68|0.0|0.0|2588.13776|2601.02729|2591.59192|0|1770803014
1770633600|2595.02|2599.69|2592.24|2598.26|3280|M5|2592.28442|2607.43599|2599.33017|0.55317|2|2593.42174|2589.0121|2605.64145|2599.14666|2590.05142|2592.62357|0.0|0.0|2597.38064|2599.09155|2597.34697|2592.46101|2589.71889|2596.04238|0.0|0.0|2596.64|2599.69|2592.24|2596.3025|-1|0.3375|-0.91079|2628.06|2620.61|2613.16|2605.71|2601.985|2594.535|2590.81|2583.36|2575.91|2568.46|2577.34|2581.065|2584.79|2588.515|2603.415|2607.14|2610.865|2614.59|0.0|0.0|2608.11253|2600.26087|2591.31544|1|1770803014
1770633900|2599.66|2602.95|2594.04|2598.62|8425|M5|2598.75286|2608.15926|2601.84524|-2.92024|0|2593.20492|2601.1924|2591.13301|2606.79758|2601.45323|2594.42306|0.0|0.0|2601.1256|2605.68182|2603.69956|2593.08178|2595.31553|2590.7998|0.0|0.0|2599.14|2602.95|2594.04|2598.8175|-1|0.3225|1.56275|2634.26|2625.35|2616.44|2607.53|2603.075|2594.165|2589.71|2580.8|2571.89|2562.98|2576.22|2580.675|2585.13|2589.585|2607.405|2611.86|2616.315|2620.77|0.0|0.0|2584.15971|2603.6654|2594.25769|0|1770803014
1770634200|2599.93|2610.71|2597.86|2606.51|7025|M5|2611.42183|2605.83128|2613.89209|-2.61114|-2|2596.07688|2590.4587|2590.99592|2609.89232|2612.94179|2602.53209|0.0|0.0|2611.50276|2608.67122|2618.39559|2597.63598|2600.68214|2591.09841|0.0|0.0|2603.22|2610.71|2597.86|2603.7525|1|0.5325|-1.96087|2657.91|2645.06|2632.21|2619.36|2612.935|2600.085|2593.66|2580.81|2567.96|2555.11|2572.16|2578.585|2585.01|2591.435|2617.135|2623.56|2629.985|2636.41|2610.76795|0.0|2616.35356|2611.22237|2598.56792|0|1770803014
1770634500|2600.79|2611.25|2597.02|2607.97|9402|M5|2600.33317|2610.16362|2606.91821|-1.98128|1|2594.40111|2588.02869|2597.94399|2609.53445|2619.14441|2607.51855|2612.98904|0.0|2612.27023|2607.55851|2609.60577|2599.50341|2596.36073|2591.85297|0.0|0.0|2604.38|2611.25|2597.02|2604.2575|-1|0.1225|-1.40826|2664.89|2650.66|2636.43|2622.2|2615.085|2600.855|2593.74|2579.51|2565.28|2551.05|2568.56|2575.675|2582.79|2589.905|2618.365|2625.48|2632.595|2639.71|0.0|2593.82565|2608.07346|2610.33207|2597.63752|0|1770803014
1770634800|2606.05|2610.32|2599.55|2599.66|2929|M5|2596.09267|2600.89444|2599.16737|-2.52934|-1|2596.64283|2606.84152|2584.26181|2606.06719|2615.57343|2600.30714|0.0|2598.1103|2609.87877|2615.40405|2617.28024|2597.18651|2596.18776|2602.10723|2611.27356|0.0|2602.855|2610.32|2599.55|2603.895|1|1.04|1.23798|2642.74|2631.97|2621.2|2610.43|2605.045|2594.275|2588.89|2578.12|2567.35|2556.58|2578.01|2583.395|2588.78|2594.165|2615.705|2621.09|2626.475|2631.86|2613.55716|0.0|2607.42226|2609.9556|2599.48929|0|1770803014
1770635100|2600.14|2605.2|2596.63|2605.06|3962|M5|2604.55559|2604.4477|2597.03932|0.18539|2|2592.96522|2603.20773|2599.95798|2604.87486|2615.15504|2615.79939|0.0|0.0|2604.21281|2600.85123|2609.58633|2596.22157|2600.06372|2593.57851|2605.52232|0.0|2602.6|2605.2|2596.63|2601.7575|-1|0.8425|-0.41413|2639.34|2630.77|2622.2|2613.63|2609.345|2600.775|2596.49|2587.92|2579.35|2570.78|2579.49|2583.775|2588.06|2592.345|2609.485|2613.77|2618.055|2622.34|2605.23241|0.0|2592.90118|2604.38196|2596.9073|0|1770803014
1770635400|2608.98|2610.87|2596.8|2600.49|8155|M5|2599.52402|2595.51507|2612.36381|1.32321|2|2594.65173|2597.17749|2599.22348|2611.51474|2610.76907|2598.22475|0.0|0.0|2608.47025|2614.53079|2605.57912|2594.51704|2594.15182|2601.40616|0.0|2596.54167|2604.735|2610.87|2596.8|2604.285|-1|0.45|-1.77273|2656.77|2642.7|2628.63|2614.56|2607.525|2593.455|2586.42|2572.35|2558.28|2544.21|2568.66|2575.695|2582.73|2589.765|2617.905|2624.94|2631.975|2639.01|0.0|2592.96785|2606.41835|2610.93788|2596.51358|0|1770803014
1770635700|2599.87|2605.83|2596.54|2602.14|7266|M5|2609.01512|2599.55286|2610.33255|-2.11594|2|2593.1583|2587.81559|2600.80022|2605.46243|2606.68235|2616.70963|0.0|0.0|2606.23458|2608.42211|2600.89726|2596.9602|2599.37935|2592.25698|0.0|0.0|2601.005|2605.83|2596.54|2601.095|1|0.09|1.85521|2639.3|2630.01|2620.72|2611.43|2606.785|2597.495|2592.85|2583.56|2574.27|2564.98|2577.96|2582.605|2587.25|2591.895|2610.475|2615.12|2619.765|2624.41|0.0|0.0|2589.73437|2606.4761|2596.21475|0|1770803014
1770636000|2599.63|2602.11|2595.11|2599.32|1453|M5|2603.51807|2597.63122|2596.87674|-2.15999|0|2595.00362|2599.95333|2586.60118|2598.57013|2596.086|2606.24035|0.0|0.0|2604.46691|2602.89519|2605.44863|2597.52683|2590.47611|2596.84014|0.0|0.0|2599.475|2602.11|2595.11|2599.0425|-1|0.4325|0.29206|2627.32|2620.32|2613.32|2606.32|2602.82|2595.82|2592.32|2585.32|2578.32|2571.32|2581.11|2584.61|2588.11|2591.61|2605.61|2609.11|2612.61|2616.11|0.0|0.0|2610.98138|2601.91272|2594.31218|0|1770803014
1770636300|2596.93|2602.51|2592.57|2600.43|4019|M5|2602.25929|2591.17547|2599.93447|-0.26242|-2|2588.26834|2587.06423|2583.15653|2602.28737|2611.62725|2602.128|2603.34946|0.0|2601.93591|2602.55903|2605.70545|2593.81589|2597.62579|2586.63658|0.0|2592.33486|2598.68|2602.51|2592.57|2598.11|-1|0.57|-0.77696|2640.19|2630.25|2620.31|2610.37|2605.4|2595.46|2590.49|2580.55|2570.61|2560.67|2572.69|2577.66|2582.63|2587.6|2607.48|2612.45|2617.42|2622.39|0.0|2588.10624|2593.75401|2603.0627|2593.11995|0|1770803014
1770636600|2598.34|2603.92|2593.93|2598.97|6314|M5|2599.05507|2606.97274|2609.02629|2.27098|2|2595.65019|2597.43315|2604.11565|2605.54974|2603.64193|2615.93769|2604.15548|0.0|2603.51558|2602.68205|2607.42312|2592.65797|2591.52361|2588.86206|0.0|0.0|2598.655|2603.92|2593.93|2598.79|1|0.135|-0.68729|2638.93|2628.94|2618.95|2608.96|2603.965|2593.975|2588.98|2578.99|2569.0|2559.01|2573.95|2578.945|2583.94|2588.935|2608.915|2613.91|2618.905|2623.9|2604.84118|0.0|2611.40994|2604.12025|2594.1597|0|1770803014
1770636900|2603.93|2610.67|2603.56|2607.79|8020|M5|2614.00491|2597.5602|2612.3937|-0.46585|0|2603.69629|2601.02374|2613.96992|2608.9812|2614.34127|2624.26077|0.0|0.0|2612.11327|2608.73427|2610.58172|2601.37513|2603.15523|2603.58943|2611.32822|0.0|2605.86|2610.67|2603.56|2606.4875|1|0.6275|0.7923|2636.23|2629.12|2622.01|2614.9|2611.345|2604.235|2600.68|2593.57|2586.46|2579.35|2589.34|2592.895|2596.45|2600.005|2614.225|2617.78|2621.335|2624.89|0.0|2603.48197|2616.62217|2611.40665|2603.9185|0|1770803014
